161,144,144,144,144,3,4,5,145,161,144,144,144,145,161,3,4,5,145,144,144,144,144,67,68,69,145,160,160,160,160,160,160,3,4,5,145,145,161,144,3,4,5,161,145,161,161,145,161,144
161,145,160,160,144,19,20,21,161,160,144,145,145,161,161,19,20,21,144,145,145,144,145,83,84,85,161,144,144,144,144,160,144,19,20,21,161,161,144,145,19,20,21,144,145,161,145,161,144,145
160,161,145,144,145,35,36,37,161,144,145,161,161,160,161,35,36,37,145,161,161,145,161,160,144,145,160,160,144,160,144,144,160,35,36,37,144,145,145,161,35,36,37,144,145,161,145,144,145,145
160,161,161,145,161,51,52,53,144,145,161,144,160,161,160,51,52,53,161,161,145,161,144,144,145,145,144,144,160,144,160,160,161,51,52,53,145,161,161,161,51,52,53,145,161,161,144,145,144,145
160,161,161,161,160,161,161,144,145,161,144,160,161,161,160,144,145,161,161,145,144,145,145,145,161,161,144,160,144,160,161,161,144,144,145,161,161,160,161,145,161,144,144,145,160,144,144,145,145,161
160,161,161,144,160,161,161,145,161,145,160,161,145,145,144,144,145,161,145,144,145,145,161,161,161,160,160,144,160,161,161,144,144,145,161,160,161,160,161,161,144,144,145,145,144,144,145,161,161,144
160,161,161,160,161,161,145,161,144,144,160,161,161,144,144,145,161,144,144,145,145,145,160,161,160,161,144,160,161,161,161,144,145,161,160,161,161,145,161,160,144,145,145,144,145,145,161,144,144,144
160,161,160,160,161,161,161,144,144,160,161,113,144,144,144,145,161,145,144,145,161,145,161,160,144,144,160,161,161,144,145,145,161,161,161,144,145,161,144,144,145,145,145,145,161,144,144,160,144,145
160,161,160,161,161,161,144,144,160,160,161,160,160,160,144,145,161,161,145,161,161,161,144,144,160,160,161,144,145,145,161,161,160,161,144,145,161,144,145,145,161,161,161,113,144,160,160,144,145,161
160,161,160,160,161,144,144,160,161,160,160,161,144,160,144,145,145,161,144,145,161,144,160,160,161,145,161,144,145,161,161,160,144,144,145,161,145,145,161,161,160,161,144,160,160,161,144,145,161,161
145,161,144,144,144,144,160,161,161,161,161,144,145,161,144,145,161,145,144,145,161,160,161,161,145,144,145,145,161,161,144,144,144,145,145,145,161,161,160,161,144,160,160,161,161,144,145,161,160,161
145,161,144,160,144,144,160,161,161,145,144,145,161,144,144,144,145,161,144,145,160,161,161,144,145,113,161,161,144,144,160,144,145,145,161,161,161,144,113,161,160,161,160,144,145,145,161,144,160,161
145,161,160,161,144,160,161,161,145,144,145,161,144,160,160,144,145,161,144,145,145,161,161,144,145,161,144,144,160,160,144,145,161,161,161,144,144,160,113,161,144,160,144,145,161,161,145,160,161,145
145,161,161,144,160,161,161,161,144,145,161,160,160,161,144,144,145,161,144,145,161,144,145,145,144,144,145,145,144,145,145,161,161,144,144,144,160,161,144,144,160,144,145,161,161,144,145,160,161,145
144,145,144,160,161,161,144,145,145,161,160,144,160,161,144,144,145,161,145,145,145,113,145,144,144,145,161,161,145,161,144,144,144,145,160,160,161,144,160,160,144,145,161,145,160,144,145,160,161,145
160,144,145,145,145,145,145,145,145,145,145,145,145,145,145,113,145,161,161,161,161,161,161,145,145,145,161,144,144,144,160,160,144,145,144,160,161,160,161,144,145,161,161,145,144,145,161,160,161,145
144,144,144,144,144,144,144,144,144,144,145,161,161,161,161,144,145,144,144,160,160,160,161,161,161,161,160,160,160,160,161,160,160,144,145,161,160,161,144,145,161,160,161,144,145,113,144,160,161,145
160,144,145,160,160,160,160,160,160,144,145,161,144,160,144,144,145,160,160,144,145,144,145,160,161,160,161,144,160,113,161,144,144,145,145,160,161,144,145,161,160,161,144,145,145,145,144,160,161,145
144,145,161,145,144,160,161,144,145,145,161,161,144,144,144,144,145,161,144,145,161,144,145,160,161,161,144,145,161,144,144,144,145,145,161,144,145,145,161,161,160,144,145,161,161,145,144,144,144,145
145,145,161,144,145,161,144,145,161,145,144,144,160,160,160,144,145,144,145,161,161,145,161,160,161,145,145,145,145,145,145,144,145,161,144,145,161,144,144,144,144,145,161,145,161,144,144,145,145,161
145,161,161,145,144,145,144,145,144,144,160,160,161,144,160,144,145,145,161,160,161,161,161,160,161,161,161,161,161,161,161,144,144,144,144,144,145,145,113,144,145,161,145,161,161,145,144,145,145,144
161,160,160,161,160,144,144,145,160,160,113,161,144,145,144,144,145,161,115,161,145,161,144,144,145,161,160,161,161,144,160,160,160,144,145,145,161,161,145,145,161,145,161,160,161,144,145,145,161,144
160,160,160,161,144,144,145,161,161,160,161,145,145,144,160,144,145,144,160,161,161,161,144,145,161,145,145,160,161,160,161,144,145,145,161,161,144,145,145,161,144,145,160,161,144,145,161,161,161,144
160,161,144,144,160,144,145,144,160,144,145,161,144,144,144,145,161,160,161,161,161,144,145,161,145,161,161,160,161,144,145,145,161,161,144,144,145,161,161,144,145,161,144,144,145,161,160,161,144,145
144,144,160,160,161,144,145,160,161,144,145,144,144,145,144,145,144,160,161,160,161,145,161,145,113,160,161,160,161,145,161,144,144,144,145,145,161,160,161,145,161,144,145,145,161,160,161,145,144,145
144,160,161,161,144,145,161,161,144,145,144,144,145,161,144,145,160,161,144,145,145,161,145,144,145,145,145,160,161,161,144,144,144,145,161,161,160,161,144,145,144,145,161,161,144,160,161,144,145,145
160,161,144,145,144,145,160,144,145,144,144,145,161,160,144,145,160,144,145,161,161,145,144,145,145,161,161,160,161,144,145,144,144,145,115,160,161,145,144,145,145,161,161,144,115,161,144,145,145,161
161,145,144,145,145,161,144,144,144,144,145,144,144,145,144,145,145,145,161,161,144,145,145,161,161,161,144,160,161,145,161,160,144,145,161,144,145,145,145,145,145,145,144,144,160,161,145,145,161,144
144,145,144,145,161,144,144,160,144,144,144,144,145,161,144,145,145,161,161,144,145,161,161,161,144,144,145,160,161,144,144,160,144,145,145,145,161,161,161,161,161,161,160,144,160,161,145,161,161,145
144,144,145,161,161,144,160,144,144,160,144,145,161,144,144,145,161,144,145,145,161,160,161,145,145,145,161,160,161,160,160,161,160,144,145,161,161,144,160,160,161,144,145,160,161,145,161,161,145,161
144,145,145,160,161,160,144,144,160,144,145,115,145,145,144,144,145,145,161,161,160,161,145,161,161,161,144,160,161,145,145,145,160,144,145,144,144,160,161,145,145,145,161,160,161,161,160,161,161,161
144,145,161,160,161,144,144,160,113,145,144,145,161,161,144,144,145,161,144,160,161,113,161,145,144,144,144,160,161,161,161,161,161,144,145,160,160,161,145,161,145,161,161,160,161,160,161,145,160,161
144,145,144,160,144,160,160,144,144,145,145,161,144,145,160,144,145,145,160,160,161,161,144,144,144,145,145,144,144,145,160,161,145,144,145,161,161,144,145,145,115,160,161,145,144,160,161,161,160,161
144,145,160,144,160,161,144,144,145,145,161,144,145,161,144,144,145,161,160,161,161,144,144,145,145,144,144,144,145,144,160,161,161,144,145,161,144,144,145,161,144,160,161,144,160,161,161,160,161,145
144,145,144,160,161,145,144,145,145,144,145,144,144,144,145,144,145,160,144,144,144,145,144,144,144,160,144,144,144,144,160,161,144,160,144,145,144,145,145,160,160,144,145,160,161,161,144,160,161,145
144,144,160,161,145,144,145,161,144,144,144,160,144,145,145,144,144,144,145,145,145,144,160,144,144,144,144,144,144,160,161,161,160,161,144,145,145,145,161,144,144,144,144,160,161,161,160,161,161,161
144,160,161,144,145,145,161,144,144,160,160,144,145,161,161,160,160,144,145,144,144,144,144,160,160,160,160,160,160,160,161,144,160,144,160,144,145,161,161,160,160,144,160,161,144,144,160,161,144,160
144,145,144,145,161,144,144,160,115,144,145,145,161,144,145,145,144,144,145,160,160,160,160,161,160,160,160,161,160,144,144,145,145,144,145,145,145,160,161,160,161,144,160,161,145,145,144,144,115,161
144,144,144,144,144,160,160,161,144,145,145,161,144,145,144,144,160,144,145,161,144,160,160,161,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,144,160,161,161,161,144,160,160,161,161
145,144,160,144,160,161,144,145,145,145,144,144,144,144,160,160,161,144,145,161,160,160,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,144,160,161,160,161,144,144,160,161,144,145
144,160,161,160,161,144,145,145,144,144,160,160,160,160,161,160,161,144,145,144,160,161,161,161,145,144,145,145,145,144,144,144,115,144,144,160,160,161,160,160,160,161,160,160,160,160,161,144,145,145
160,161,144,160,144,144,144,144,160,160,161,160,161,144,160,161,161,144,145,160,144,144,160,161,144,144,144,144,144,160,160,160,160,160,160,161,144,145,161,144,160,160,161,115,144,160,160,144,144,145
145,145,160,160,144,160,160,160,161,145,144,144,160,160,115,161,145,144,145,144,144,160,144,144,144,160,160,160,160,161,144,160,161,160,161,145,160,144,145,160,161,160,161,161,144,145,145,145,144,144
145,145,160,161,160,160,161,161,144,144,160,160,161,145,161,144,144,144,144,145,160,161,160,160,160,161,160,161,161,144,160,161,161,161,161,161,160,144,145,160,161,144,145,145,145,144,144,144,144,145
144,145,144,144,144,160,161,160,160,160,161,144,145,161,145,144,145,160,144,145,161,145,145,145,145,145,145,145,145,160,161,145,145,145,145,145,145,145,145,145,145,145,144,144,144,144,145,145,145,161
144,144,160,160,160,161,161,144,144,160,161,145,161,160,161,144,144,144,144,145,144,145,145,161,161,161,161,161,161,160,161,161,161,161,161,161,161,161,161,161,144,144,160,160,144,145,145,161,161,145
160,160,160,161,160,161,144,160,160,161,145,161,160,160,161,144,145,145,144,144,145,144,145,145,144,144,144,144,144,144,144,160,160,161,161,161,161,160,161,145,144,145,144,144,144,144,145,160,144,145
144,144,145,145,160,144,160,160,161,145,161,144,145,160,161,145,145,144,160,144,145,145,145,161,145,145,145,145,145,144,160,161,145,161,145,161,161,160,161,161,144,144,160,160,160,144,145,145,145,145
160,160,161,145,145,160,160,161,145,161,145,145,161,160,161,161,145,145,145,144,145,145,161,161,161,161,161,161,161,160,161,161,161,161,161,161,161,160,160,161,160,160,160,161,161,144,145,161,161,161
160,161,161,161,161,145,145,161,161,161,161,161,144,160,160,161,161,161,161,144,144,144,144,144,144,145,144,144,144,160,160,161,161,144,144,144,144,144,160,161,160,160,160,160,160,144,145,160,160,160
